"Resp" "Pred1" "Pred2" "Pred3" "Pred4" "Pred5" "Pred6" "Pred7" "Pred8" "Pred9" "Pred10"
0.36855393465025 0.715198685858202 0.164164517512038 0.908023478621281 0.0484727419029189 0.984326749347712 0.0754837953499355 0.093042245417195 0.0561925152342936 0.0332197118443125 0.849451005215419
-0.4901176671484 0.328455988298418 0.902357965248304 0.119631751658689 0.950070221919181 0.104672649309863 0.899068741792894 0.872686320111822 0.894871384908759 0.852967034288571 0.430045193159658
-0.235019801378241 0.03230877797555 0.899178041801728 0.284213530646588 0.869586125711487 0.144821893095337 0.305215855390838 0.669151822313846 0.957359858230228 0.957380649276461 0.67884824290965
1.12248662149961 0.565842349900527 0.830766069842514 0.65308578741757 0.616891140346308 0.735988141437228 0.774378912344837 0.292277734466563 0.539834971174345 0.617909641397637 0.325775480863033
0.483420646522729 0.150707094891821 0.875861659004907 0.307144355940341 0.863239807578054 0.373980891317091 0.749534600157648 0.229762561571352 0.782359335806617 0.987598551042915 0.837385840778131
-1.40969345749711 0.0459489811728772 0.981906732302269 0.0576760853013786 0.983928854840153 0.23250959903174 0.966994571884265 0.949285317155303 0.985419707092744 0.472865173093101 0.591286886563099
-0.945732896272869 0.0105098950699783 0.987149284594142 0.0146676668629694 0.999260044420576 0.00640705023890872 0.996432637031268 0.995376485555458 0.996966385742979 0.988390013354501 0.148623435173574
0.31903692500073 0.344521506788795 0.465016287404146 0.714523140161807 0.214090067946444 0.786226133274808 0.205842843418286 0.215827342320918 0.325628532685092 0.259463883551346 0.160239453327348
0.411787339887798 0.279615796869094 0.648802789414029 0.40858890949647 0.531847190145047 0.509000958659536 0.334908216550442 0.566250571600617 0.668791703508646 0.624143896008247 0.0952616003011105
0.0771549423228496 0.0848322992507928 0.865330153678879 0.216712041980426 0.501311477618371 0.928823523066261 0.518367960757615 0.378856133932874 0.662036234919118 0.24937943148017 0.216156702658892
0.816247552201648 0.453370376803211 0.588835781651287 0.538387111855569 0.574681773930691 0.562445531986562 0.576770606018004 0.354116298160365 0.4291264909539 0.815500561478731 0.529021570892615
-0.631411384115034 0.757870596489482 0.445945745112954 0.312509197712403 0.595860896096042 0.312271380715294 0.828986485008976 0.795858230326334 0.389871422679048 0.40761269462391 0.131143176145439
1.33445777094161 0.633116251906002 0.522931118338547 0.685100516499565 0.30919227644748 0.440059316456388 0.185963152593232 0.274901335692723 0.390307951871106 0.748382567721445 0.196261466824527
-0.455586185270645 0.0188069736618951 0.967861853805413 0.047234445088138 0.962692336666922 0.323950330962079 0.828912073907859 0.562301219186863 0.98373917515824 0.906524375432423 0.652653691714123
-1.099108499209 0.31886526500173 0.299607341861826 0.210866526375063 0.500067164775494 0.0245011051790509 0.242898302406715 0.834952917023181 0.823511221916043 0.604507201169184 0.19576685589661
-1.79911028496776 0.127189227838493 0.868696416740165 0.0195212211820142 0.984648037936571 0.0387663717705573 0.989578072322131 0.993691476619038 0.936833889114775 0.667386752471091 0.621562912043389
-0.754072809713324 0.368169650612315 0.463376189414405 0.478495423595293 0.467467903816034 0.568418431735861 0.550407820778565 0.460111507543685 0.406073557154581 0.333890103528887 0.590095972822527
-0.156352633624782 0.474261916606899 0.69824051985907 0.527527404840679 0.570197793437752 0.243868518603494 0.728621745840584 0.51455151041625 0.483882992918227 0.525814220319836 0.0350539892887283
-0.386047538888844 0.166400954059296 0.899914879549398 0.124296976665421 0.892803779377372 0.150628646761178 0.861651775954969 0.720068300728694 0.857179880266101 0.920851389313691 0.0554148893738986
-0.432850640552341 0.127550624268 0.966525809171019 0.105010418890701 0.978911897593202 0.125595039982889 0.870157748501629 0.930578944903382 0.989970723702552 0.896719487530334 0.385974908204285
0.483810255030942 0.92832930317611 0.0218017269741297 0.886550898375621 0.114473902101838 0.751451627354001 0.345776709587081 0.220992939860427 0.0175325904443204 0.370322418266637 0.9136122090155
-1.27351907942911 0.748347621126938 0.212829407790951 0.392059725560311 0.559210506010003 0.332183986089112 0.526148223657452 0.69053396665744 0.559962410612759 0.32840042498672 0.99058716461028
1.34740410865629 0.794153958064504 0.543077703714207 0.646483293477323 0.309683897351419 0.8913839049202 0.291172919922479 0.225547737782588 0.264270946399178 0.381559593000026 0.611534089994478
-0.791336449624423 0.162059620639926 0.540551187634861 0.294822446615422 0.577023357024663 0.13232077827182 0.369421914682 0.680786870450765 0.688816259865271 0.638348237199628 0.0838482979795621
1.56625977591804 0.991012669890061 0.211601528622548 0.897422112296212 0.118281131405078 0.948863593170987 0.250271192130335 0.0192643998556074 0.126652979549124 0.352385602211882 0.725955805176046
-0.225457227659376 0.235393736094702 0.869943429416868 0.262334149060477 0.734553233490991 0.693070909787911 0.851002729518333 0.738885728197394 0.563352133343634 0.293142056325785 0.669605815122422
1.14101449101552 0.917434297406491 0.0763300595874925 0.982379625569655 0.06368626628515 0.95126384432539 0.0839497618378038 0.0541687107734728 0.0457000141047026 0.297987049779012 0.917254859681439
1.12870750645051 0.90413451465288 0.212878249079057 0.847895739622595 0.325743674263286 0.630606814575389 0.324696724865013 0.202199437969747 0.143875449193606 0.74335340860186 0.974162398817812
-0.566892757609072 0.118886374532885 0.814605327614485 0.18392409907687 0.87478417718197 0.407519925565454 0.872116577396657 0.726890561557256 0.839978382103938 0.633678660250341 0.612011841560286
0.0833922066158283 0.567162065843047 0.567980920312603 0.426781103449726 0.666359350380293 0.55435842031324 0.879471847267499 0.517337964867574 0.499719649611606 0.315089357807654 0.167451683544384
-0.46185366179078 0.0842092678192249 0.953782312595982 0.160458711653172 0.889801667402804 0.802957367924356 0.9279904825281 0.762563573206046 0.777938635651973 0.331328484293249 0.310450837036755
1.89071889928735 0.864929908659624 0.34328331665496 0.837856529661617 0.272840155523453 0.832800337458808 0.177057842946285 0.272142334275989 0.329651252989957 0.5150548190343 0.469170456006941
0.175248001844965 0.0315264420057859 0.969156507111202 0.212879412180126 0.818918734099253 0.462331312605994 0.598275002726858 0.707322621277918 0.858015674955631 0.723864392784028 0.104935640225746
-0.326715442949987 0.396061363187071 0.584257360800906 0.291708330882149 0.691390803834501 0.198929425958664 0.602616372673066 0.599388598470526 0.634007892805584 0.85737171214636 0.627317559836378
-0.567279950342785 0.30740721015116 0.616502822177324 0.153675406135798 0.565719192575442 0.669041493054983 0.406231320556417 0.553029750077896 0.665626154163078 0.311325111324267 0.516706966669275
-0.703706574303451 0.347604826094432 0.739338451693801 0.49993801492994 0.710682359748487 0.777433166280655 0.890708377667924 0.927283972818228 0.489090043920435 0.0447872212963732 0.590671382988275
-1.05135000615556 0.307223123741321 0.715734948536152 0.15303654567188 0.714557254523042 0.300048877322739 0.877848531283271 0.650285863488268 0.618828542697482 0.446166834046989 0.157108936448398
0.757540453071937 0.777588827957435 0.125371044475208 0.761491186880129 0.363210408215551 0.810233270249538 0.267349736729184 0.259547639221647 0.208183465556789 0.534950707284982 0.997652854893226
2.28231561258239 0.905762914806727 0.010899893541901 0.982008736199277 0.00261059056709475 0.892245512473743 0.00204092480508914 0.000544962197242025 0.00666868418135797 0.791143760263872 0.57946470657884
0.322426091346659 0.850419191197857 0.467054977343829 0.77654771567517 0.522752878081581 0.596856707702128 0.647104334672152 0.528064342830016 0.428618887447851 0.351458704290557 0.748762373766213
0.980455966649507 0.869475934537617 0.021724312734031 0.920222662619624 0.0382893750286078 0.807797829381431 0.0210991854539602 0.0348315355396973 0.0833783513964259 0.438786479173347 0.968005206290354
-0.343309295415254 0.134130230548521 0.957396259638492 0.275394817562922 0.87717495469936 0.23982904620703 0.792882313560766 0.941978907897951 0.881899707145926 0.637510439867433 0.0474406974082447
-0.935027313231875 0.0752446245841575 0.607906076649266 0.233528646189572 0.504439878761962 0.684165354848025 0.333365312892793 0.719012811648519 0.790684857869189 0.124221226559347 0.674822196356471
1.21267089190892 0.506476917662522 0.652351610305897 0.729802175659552 0.442707329188052 0.707331890533936 0.432006130964448 0.154498757629661 0.245051484031538 0.784251394874315 0.69426785471058
1.26333195071406 0.794805477685578 0.373969733695128 0.863013086382295 0.0810049024243242 0.952130083833856 0.246084492413687 0.0650933267792511 0.0880493833412677 0.160528681716467 0.221169572211738
1.18711501847297 0.907931516892103 0.595127741718916 0.570221198323174 0.526698029219661 0.902774364025206 0.621046141486988 0.374764639080852 0.363667832292995 0.411460565008364 0.757324572353767
